Tipo de Unidade,Unidade,Categoria,racacor,Total
A - Ensino e Pesquisa,EP,Pós-Doutorando,Pret,2
A - Ensino e Pesquisa,EP,Pós-Doutorando,N/I,167
A - Ensino e Pesquisa,ESALQ,Graduação,Amar,62
A - Ensino e Pesquisa,ESALQ,Graduação,Bran,1707
A - Ensino e Pesquisa,ESALQ,Graduação,Indig,0
A - Ensino e Pesquisa,ESALQ,Graduação,Pard,324
A - Ensino e Pesquisa,ESALQ,Graduação,Pret,94
A - Ensino e Pesquisa,ESALQ,Graduação,N/I,140
A - Ensino e Pesquisa,ESALQ,Pós-Graduação,Amar,15
A - Ensino e Pesquisa,ESALQ,Pós-Graduação,Bran,465
A - Ensino e Pesquisa,ESALQ,Pós-Graduação,Indig,1
A - Ensino e Pesquisa,ESALQ,Pós-Graduação,Pard,95
A - Ensino e Pesquisa,ESALQ,Pós-Graduação,Pret,29
A - Ensino e Pesquisa,ESALQ,Pós-Graduação,N/I,523
A - Ensino e Pesquisa,ESALQ,Pós-Doutorando,Amar,2
A - Ensino e Pesquisa,ESALQ,Pós-Doutorando,Bran,133
A - Ensino e Pesquisa,ESALQ,Pós-Doutorando,Indig,1
A - Ensino e Pesquisa,ESALQ,Pós-Doutorando,Pard,30
A - Ensino e Pesquisa,ESALQ,Pós-Doutorando,Pret,4
A - Ensino e Pesquisa,ESALQ,Pós-Doutorando,N/I,33
A - Ensino e Pesquisa,FAU,Graduação,Amar,118
A - Ensino e Pesquisa,FAU,Graduação,Bran,628
A - Ensino e Pesquisa,FAU,Graduação,Indig,2
A - Ensino e Pesquisa,FAU,Graduação,Pard,177
A - Ensino e Pesquisa,FAU,Graduação,Pret,50
A - Ensino e Pesquisa,FAU,Graduação,N/I,353
A - Ensino e Pesquisa,FAU,Pós-Graduação,Amar,11
A - Ensino e Pesquisa,FAU,Pós-Graduação,Bran,273
A - Ensino e Pesquisa,FAU,Pós-Graduação,Indig,1
A - Ensino e Pesquisa,FAU,Pós-Graduação,Pard,26
A - Ensino e Pesquisa,FAU,Pós-Graduação,Pret,8
A - Ensino e Pesquisa,FAU,Pós-Graduação,N/I,583
A - Ensino e Pesquisa,FAU,Pós-Doutorando,Amar,1
A - Ensino e Pesquisa,FAU,Pós-Doutorando,Bran,18
A - Ensino e Pesquisa,FAU,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FAU,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,FAU,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FAU,Pós-Doutorando,N/I,31
A - Ensino e Pesquisa,FCF,Graduação,Amar,104
A - Ensino e Pesquisa,FCF,Graduação,Bran,610
A - Ensino e Pesquisa,FCF,Graduação,Indig,0
A - Ensino e Pesquisa,FCF,Graduação,Pard,163
A - Ensino e Pesquisa,FCF,Graduação,Pret,43
A - Ensino e Pesquisa,FCF,Graduação,N/I,13
A - Ensino e Pesquisa,FCF,Pós-Graduação,Amar,6
A - Ensino e Pesquisa,FCF,Pós-Graduação,Bran,125
A - Ensino e Pesquisa,FCF,Pós-Graduação,Indig,1
A - Ensino e Pesquisa,FCF,Pós-Graduação,Pard,19
A - Ensino e Pesquisa,FCF,Pós-Graduação,Pret,7
A - Ensino e Pesquisa,FCF,Pós-Graduação,N/I,192
A - Ensino e Pesquisa,FCF,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FCF,Pós-Doutorando,Bran,16
A - Ensino e Pesquisa,FCF,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FCF,Pós-Doutorando,Pard,0
A - Ensino e Pesquisa,FCF,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,FCF,Pós-Doutorando,N/I,54
A - Ensino e Pesquisa,FCFRP,Graduação,Amar,15
A - Ensino e Pesquisa,FCFRP,Graduação,Bran,333
A - Ensino e Pesquisa,FCFRP,Graduação,Indig,0
A - Ensino e Pesquisa,FCFRP,Graduação,Pard,48
A - Ensino e Pesquisa,FCFRP,Graduação,Pret,19
A - Ensino e Pesquisa,FCFRP,Graduação,N/I,42
A - Ensino e Pesquisa,FCFRP,Pós-Graduação,Amar,7
A - Ensino e Pesquisa,FCFRP,Pós-Graduação,Bran,131
A - Ensino e Pesquisa,FCFRP,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FCFRP,Pós-Graduação,Pard,22
A - Ensino e Pesquisa,FCFRP,Pós-Graduação,Pret,11
A - Ensino e Pesquisa,FCFRP,Pós-Graduação,N/I,103
A - Ensino e Pesquisa,FCFRP,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FCFRP,Pós-Doutorando,Bran,14
A - Ensino e Pesquisa,FCFRP,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FCFRP,Pós-Doutorando,Pard,2
A - Ensino e Pesquisa,FCFRP,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FCFRP,Pós-Doutorando,N/I,52
A - Ensino e Pesquisa,FD,Graduação,Amar,111
A - Ensino e Pesquisa,FD,Graduação,Bran,1692
A - Ensino e Pesquisa,FD,Graduação,Indig,0
A - Ensino e Pesquisa,FD,Graduação,Pard,477
A - Ensino e Pesquisa,FD,Graduação,Pret,141
A - Ensino e Pesquisa,FD,Graduação,N/I,39
A - Ensino e Pesquisa,FD,Pós-Graduação,Amar,30
A - Ensino e Pesquisa,FD,Pós-Graduação,Bran,746
A - Ensino e Pesquisa,FD,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FD,Pós-Graduação,Pard,67
A - Ensino e Pesquisa,FD,Pós-Graduação,Pret,18
A - Ensino e Pesquisa,FD,Pós-Graduação,N/I,969
A - Ensino e Pesquisa,FD,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FD,Pós-Doutorando,Bran,15
A - Ensino e Pesquisa,FD,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FD,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,FD,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,FD,Pós-Doutorando,N/I,56
A - Ensino e Pesquisa,FDRP,Graduação,Amar,4
A - Ensino e Pesquisa,FDRP,Graduação,Bran,333
A - Ensino e Pesquisa,FDRP,Graduação,Indig,0
A - Ensino e Pesquisa,FDRP,Graduação,Pard,102
A - Ensino e Pesquisa,FDRP,Graduação,Pret,36
A - Ensino e Pesquisa,FDRP,Graduação,N/I,47
A - Ensino e Pesquisa,FDRP,Pós-Graduação,Amar,1
A - Ensino e Pesquisa,FDRP,Pós-Graduação,Bran,60
A - Ensino e Pesquisa,FDRP,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FDRP,Pós-Graduação,Pard,8
A - Ensino e Pesquisa,FDRP,Pós-Graduação,Pret,4
A - Ensino e Pesquisa,FDRP,Pós-Graduação,N/I,62
A - Ensino e Pesquisa,FDRP,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FDRP,Pós-Doutorando,Bran,5
A - Ensino e Pesquisa,FDRP,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FDRP,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,FDRP,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FDRP,Pós-Doutorando,N/I,11
A - Ensino e Pesquisa,FE,Graduação,Amar,26
A - Ensino e Pesquisa,FE,Graduação,Bran,555
A - Ensino e Pesquisa,FE,Graduação,Indig,0
A - Ensino e Pesquisa,FE,Graduação,Pard,200
A - Ensino e Pesquisa,FE,Graduação,Pret,75
A - Ensino e Pesquisa,FE,Graduação,N/I,80
A - Ensino e Pesquisa,FE,Pós-Graduação,Amar,3
A - Ensino e Pesquisa,FE,Pós-Graduação,Bran,202
A - Ensino e Pesquisa,FE,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FE,Pós-Graduação,Pard,51
A - Ensino e Pesquisa,FE,Pós-Graduação,Pret,37
A - Ensino e Pesquisa,FE,Pós-Graduação,N/I,523
A - Ensino e Pesquisa,FE,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FE,Pós-Doutorando,Bran,26
A - Ensino e Pesquisa,FE,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FE,Pós-Doutorando,Pard,3
A - Ensino e Pesquisa,FE,Pós-Doutorando,Pret,4
A - Ensino e Pesquisa,FE,Pós-Doutorando,N/I,39
A - Ensino e Pesquisa,FEA,Graduação,Amar,258
A - Ensino e Pesquisa,FEA,Graduação,Bran,2020
A - Ensino e Pesquisa,FEA,Graduação,Indig,1
A - Ensino e Pesquisa,FEA,Graduação,Pard,527
A - Ensino e Pesquisa,FEA,Graduação,Pret,121
A - Ensino e Pesquisa,FEA,Graduação,N/I,120
A - Ensino e Pesquisa,FEA,Pós-Graduação,Amar,15
A - Ensino e Pesquisa,FEA,Pós-Graduação,Bran,216
A - Ensino e Pesquisa,FEA,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FEA,Pós-Graduação,Pard,25
A - Ensino e Pesquisa,FEA,Pós-Graduação,Pret,9
A - Ensino e Pesquisa,FEA,Pós-Graduação,N/I,515
A - Ensino e Pesquisa,FEA,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FEA,Pós-Doutorando,Bran,10
A - Ensino e Pesquisa,FEA,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FEA,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,FEA,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,FEA,Pós-Doutorando,N/I,33
A - Ensino e Pesquisa,FEARP,Graduação,Amar,36
A - Ensino e Pesquisa,FEARP,Graduação,Bran,1077
A - Ensino e Pesquisa,FEARP,Graduação,Indig,0
A - Ensino e Pesquisa,FEARP,Graduação,Pard,215
A - Ensino e Pesquisa,FEARP,Graduação,Pret,57
A - Ensino e Pesquisa,FEARP,Graduação,N/I,26
A - Ensino e Pesquisa,FEARP,Pós-Graduação,Amar,11
A - Ensino e Pesquisa,FEARP,Pós-Graduação,Bran,238
A - Ensino e Pesquisa,FEARP,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FEARP,Pós-Graduação,Pard,39
A - Ensino e Pesquisa,FEARP,Pós-Graduação,Pret,5
A - Ensino e Pesquisa,FEARP,Pós-Graduação,N/I,22
A - Ensino e Pesquisa,FEARP,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FEARP,Pós-Doutorando,Bran,9
A - Ensino e Pesquisa,FEARP,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FEARP,Pós-Doutorando,Pard,2
A - Ensino e Pesquisa,FEARP,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FEARP,Pós-Doutorando,N/I,13
A - Ensino e Pesquisa,FFCLRP,Graduação,Amar,56
A - Ensino e Pesquisa,FFCLRP,Graduação,Bran,1317
A - Ensino e Pesquisa,FFCLRP,Graduação,Indig,4
A - Ensino e Pesquisa,FFCLRP,Graduação,Pard,381
A - Ensino e Pesquisa,FFCLRP,Graduação,Pret,102
A - Ensino e Pesquisa,FFCLRP,Graduação,N/I,146
A - Ensino e Pesquisa,FFCLRP,Pós-Graduação,Amar,5
A - Ensino e Pesquisa,FFCLRP,Pós-Graduação,Bran,324
A - Ensino e Pesquisa,FFCLRP,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FFCLRP,Pós-Graduação,Pard,40
A - Ensino e Pesquisa,FFCLRP,Pós-Graduação,Pret,11
A - Ensino e Pesquisa,FFCLRP,Pós-Graduação,N/I,506
A - Ensino e Pesquisa,FFCLRP,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FFCLRP,Pós-Doutorando,Bran,40
A - Ensino e Pesquisa,FFCLRP,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FFCLRP,Pós-Doutorando,Pard,6
A - Ensino e Pesquisa,FFCLRP,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,FFCLRP,Pós-Doutorando,N/I,65
A - Ensino e Pesquisa,FFLCH,Graduação,Amar,278
A - Ensino e Pesquisa,FFLCH,Graduação,Bran,5930
A - Ensino e Pesquisa,FFLCH,Graduação,Indig,17
A - Ensino e Pesquisa,FFLCH,Graduação,Pard,1813
A - Ensino e Pesquisa,FFLCH,Graduação,Pret,636
A - Ensino e Pesquisa,FFLCH,Graduação,N/I,464
A - Ensino e Pesquisa,FFLCH,Pós-Graduação,Amar,64
A - Ensino e Pesquisa,FFLCH,Pós-Graduação,Bran,1818
A - Ensino e Pesquisa,FFLCH,Pós-Graduação,Indig,29
A - Ensino e Pesquisa,FFLCH,Pós-Graduação,Pard,386
A - Ensino e Pesquisa,FFLCH,Pós-Graduação,Pret,206
A - Ensino e Pesquisa,FFLCH,Pós-Graduação,N/I,1482
A - Ensino e Pesquisa,FFLCH,Pós-Doutorando,Amar,4
A - Ensino e Pesquisa,FFLCH,Pós-Doutorando,Bran,94
A - Ensino e Pesquisa,FFLCH,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FFLCH,Pós-Doutorando,Pard,9
A - Ensino e Pesquisa,FFLCH,Pós-Doutorando,Pret,4
A - Ensino e Pesquisa,FFLCH,Pós-Doutorando,N/I,286
A - Ensino e Pesquisa,FM,Graduação,Amar,130
A - Ensino e Pesquisa,FM,Graduação,Bran,902
A - Ensino e Pesquisa,FM,Graduação,Indig,0
A - Ensino e Pesquisa,FM,Graduação,Pard,262
A - Ensino e Pesquisa,FM,Graduação,Pret,53
A - Ensino e Pesquisa,FM,Graduação,N/I,133
A - Ensino e Pesquisa,FM,Pós-Graduação,Amar,37
A - Ensino e Pesquisa,FM,Pós-Graduação,Bran,869
A - Ensino e Pesquisa,FM,Pós-Graduação,Indig,2
A - Ensino e Pesquisa,FM,Pós-Graduação,Pard,188
A - Ensino e Pesquisa,FM,Pós-Graduação,Pret,43
A - Ensino e Pesquisa,FM,Pós-Graduação,N/I,1621
A - Ensino e Pesquisa,FM,Pós-Doutorando,Amar,5
A - Ensino e Pesquisa,FM,Pós-Doutorando,Bran,46
A - Ensino e Pesquisa,FM,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FM,Pós-Doutorando,Pard,4
A - Ensino e Pesquisa,FM,Pós-Doutorando,Pret,2
A - Ensino e Pesquisa,FM,Pós-Doutorando,N/I,241
A - Ensino e Pesquisa,FMRP,Graduação,Amar,46
A - Ensino e Pesquisa,FMRP,Graduação,Bran,1043
A - Ensino e Pesquisa,FMRP,Graduação,Indig,0
A - Ensino e Pesquisa,FMRP,Graduação,Pard,252
A - Ensino e Pesquisa,FMRP,Graduação,Pret,60
A - Ensino e Pesquisa,FMRP,Graduação,N/I,38
A - Ensino e Pesquisa,FMRP,Pós-Graduação,Amar,35
A - Ensino e Pesquisa,FMRP,Pós-Graduação,Bran,1137
A - Ensino e Pesquisa,FMRP,Pós-Graduação,Indig,5
A - Ensino e Pesquisa,FMRP,Pós-Graduação,Pard,190
A - Ensino e Pesquisa,FMRP,Pós-Graduação,Pret,58
A - Ensino e Pesquisa,FMRP,Pós-Graduação,N/I,398
A - Ensino e Pesquisa,FMRP,Pós-Doutorando,Amar,1
A - Ensino e Pesquisa,FMRP,Pós-Doutorando,Bran,44
A - Ensino e Pesquisa,FMRP,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FMRP,Pós-Doutorando,Pard,5
A - Ensino e Pesquisa,FMRP,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FMRP,Pós-Doutorando,N/I,160
A - Ensino e Pesquisa,FMVZ,Graduação,Amar,35
A - Ensino e Pesquisa,FMVZ,Graduação,Bran,300
A - Ensino e Pesquisa,FMVZ,Graduação,Indig,0
A - Ensino e Pesquisa,FMVZ,Graduação,Pard,70
A - Ensino e Pesquisa,FMVZ,Graduação,Pret,20
A - Ensino e Pesquisa,FMVZ,Graduação,N/I,68
A - Ensino e Pesquisa,FMVZ,Pós-Graduação,Amar,7
A - Ensino e Pesquisa,FMVZ,Pós-Graduação,Bran,159
A - Ensino e Pesquisa,FMVZ,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FMVZ,Pós-Graduação,Pard,7
A - Ensino e Pesquisa,FMVZ,Pós-Graduação,Pret,0
A - Ensino e Pesquisa,FMVZ,Pós-Graduação,N/I,372
A - Ensino e Pesquisa,FMVZ,Pós-Doutorando,Amar,3
A - Ensino e Pesquisa,FMVZ,Pós-Doutorando,Bran,19
A - Ensino e Pesquisa,FMVZ,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FMVZ,Pós-Doutorando,Pard,3
A - Ensino e Pesquisa,FMVZ,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FMVZ,Pós-Doutorando,N/I,36
A - Ensino e Pesquisa,FO,Graduação,Amar,57
A - Ensino e Pesquisa,FO,Graduação,Bran,535
A - Ensino e Pesquisa,FO,Graduação,Indig,0
A - Ensino e Pesquisa,FO,Graduação,Pard,122
A - Ensino e Pesquisa,FO,Graduação,Pret,28
A - Ensino e Pesquisa,FO,Graduação,N/I,4
A - Ensino e Pesquisa,FO,Pós-Graduação,Amar,23
A - Ensino e Pesquisa,FO,Pós-Graduação,Bran,292
A - Ensino e Pesquisa,FO,Pós-Graduação,Indig,3
A - Ensino e Pesquisa,FO,Pós-Graduação,Pard,32
A - Ensino e Pesquisa,FO,Pós-Graduação,Pret,9
A - Ensino e Pesquisa,FO,Pós-Graduação,N/I,215
A - Ensino e Pesquisa,FO,Pós-Doutorando,Amar,2
A - Ensino e Pesquisa,FO,Pós-Doutorando,Bran,13
A - Ensino e Pesquisa,FO,Pós-Doutorando,Indig,0
